물품식별번호,중분류그룹번호,영문물품설명,영문카테고리명,카테고리명,대분류그룹번호,영문제작홈페이지주소,입력일자,영문업체설명

Use solar energy to generate and store electricity on its own glows at night using LED lamps(automatic luminescence in dark environment).
Ensure excellent visibility regardless of distance and structure."

23597460,202506000000,"Mfive’s road stud is the only hybrid road stud in Korea that has been certified as excellent procurement. Using both rechargeable battery and dry cell, it can be installed in areas where sunlight is scarce. It has IP68 standard waterproof and dustproof capabilities, and at the end of its life, it reduces the cost of reinstalling by replacing modules rather that replacing whole products. So, it can be replaced without road damage. Our products are produced directly by our factory based on our experience and technology of Oeming other companies. Also, our product can be installed not only be road but also by landscape lighting.","Lighting, LED, Special lightings","LED, 조명 기기",201508000000,http://www.mfive.co.kr/index_en.php,2015-12-18,"Public Business Part

Solar LED road sutd and hybrid LED road stud are installed in place where visibility of road traffic satety needs is required, such as road and arterial road safety signs / entrance and exit guidance signs and dangerous area safety signs / bikeways safety signs, etc.

Use solar energy to generate and store electricity on its own glows at night using LED lamps(automatic luminescence in dark environment).
Ensure excellent visibility regardless of distance and structure."

20860045,202506000000,"- Front & Rear Camera : Full HD 1920 x 1080p
- Front : Wide 150 Degree angle / Rear: Wide 140 Degree angle
- ADAS ( Advance Driver Assistance System )
- Iron man Smart Beam
- C-Touch LCD
- Night Vision
- Parking Recording (Motion Detect, Impact Reco",Video / Audio Devices,"비디오, 오디오 장비",201508000000,www.gnetsystem.com,2015-12-18,"Since 1998, professional manufacturer of automobile dash cams, accessory and etc in Republic of Korea.
As Korean based Manufacturer, G-NET System has been developing and producing for 20 yearsand hashigh awareness backgroundfor Car Dashcam in Republic of Korea.
And we are one of the Korean company who achieved the recognition of our products quality and certify the ""KS"" as well as from “ CE and FCC “from the International Certificate Association."

24150725,202506000000,"Certificate : ANSI/AAMI PB70 AAMI, LEVEL3,FDA,HALAL,KCs,ISO9001:2015,ISO14001:2015

This coverall disposable protective clothes is designed to protect the body from dirt, liquid spray, pollution, particulates, etc., and to prevent safety and improve work efficiency. All sewing parts were protected with seam tape to prevent contaminants from the outside also the zipper parts were blocked off with a double zipper cover. This product has light weight and good ventilation even when you wearing for a long time, maintaining comfort.",Garments & Clothes,의류,201508000000,http://www.hw-kr.com/,2015-12-18,"We are trying our best to make the best quality products by expanding the production facility foundation, making thorough plan and actively implementing it as we repeatedly grow.     
All our employees are putting effort to lead newer and innovative product development and to make better environment, better products and better quality in the future."

24150728,202506000000,"Certificate:ANSI/AAMI PB AAMI LEVEL3,FDA,HALAL,KCs,ISO9001:2015,ISO14001:2015

This coverall disposable protective clothes is designed to protect the body from dirt, liquid spray, pollution, particulates, etc., and to prevent safety and improve work efficiency. After sewing and wrap it up once more, so that it is safe without tearing. This product has light weight and good ventilation even when you wearing for a long time, maintaining comfort. This product passed the fabric test with excellent quality.",Garments & Clothes,의류,201508000000,http://www.hw-kr.com/,2015-12-18,"We are trying our best to make the best quality products by expanding the production facility foundation, making thorough plan and actively implementing it as we repeatedly grow.     
All our employees are putting effort to lead newer and innovative product development and to make better environment, better products and better quality in the future."

23832640,202506000000,"30L,35L,40L<br>For go out  Backpack<br>- Designed with a convenient and practical design with a backpack for soldiers in Korea<br>- Strong durability and capacity-specific design allow for outdoor wear<br>- Excellent in maintaining balance when used and compatibility with each carry-on accessory",Garments & Clothes,의류,201508000000,http://www.hw-kr.com/,2015-12-21,"We are trying our best to make the best quality products by expanding the production facility foundation, making thorough plan and actively implementing it as we repeatedly grow.     
All our employees are putting effort to lead newer and innovative product development and to make better environment, better products and better quality in the future."

23832641,202506000000,"There are many types of military personnel that can be used depending on training, operation, or outings. The structure has been constructed differently depending on the purpose of use and provides sufficient satisfaction to the user.
First aid backpacks are products developed, drawn and standardized by participating in the improvement project through the standardization project, which is a ""Civil-military cooperation improvement project"" in 2018.",Garments & Clothes,의류,201508000000,http://www.hw-kr.com/,2015-12-21,"We are trying our best to make the best quality products by expanding the production facility foundation, making thorough plan and actively implementing it as we repeatedly grow.     
All our employees are putting effort to lead newer and innovative product development and to make better environment, better products and better quality in the future."

23859606,202506000000,"The Sedolee Shredder A series is the latest cutting edge 
model released in 2020. We have confidence in having this model to become a steady seller in domestic and overseas markets. This series has a special feature called “self-
diagnosis function” to prevent possible malfunctions. Other special features to include ― noise reduction and smooth 
but powerful shredding process. We dare to call it one of 
the best paper shredders available in market.",Office Supplies,사무 기기,201508000000,http://www.sedolee.com/en/,2015-12-21,"Our company, Jinhyun Co., Ltd., is specialized in paper shredder manufacturing. Our philosophy is to make products from the user’s perspective. We strives to produce products with high-capacity and high-efficiency. We will not let ourselves fall into idleness, instead, we will endeavor to improve. When customers need us, we will always be there promptly to solve any problems.
We will look beyond the borders of the domestic market and enter the global competition."

23859601,202506000000,"The SEDOLEE Shredder P series is the popular models and have become steady seller models in domestic and overseas 
This series is famous for its noise reduction feature 
and smooth yet powerful shredding. We dare to call it one of the best paper shredders available in market.",Office Supplies,사무 기기,201508000000,http://www.sedolee.com/en/,2019-01-25,"Our company, Jinhyun Co., Ltd., is specialized in paper shredder manufacturing. Our philosophy is to make products from the user’s perspective. We strives to produce products with high-capacity and high-efficiency. We will not let ourselves fall into idleness, instead, we will endeavor to improve. When customers need us, we will always be there promptly to solve any problems.
We will look beyond the borders of the domestic market and enter the global competition."

23373026,202506000000,"JHFS 35mm~800mm / Finger type with an anti-Foreign substance plate

 - Simple structure but with strong Steel it has high durability.
 - Continuous structure with fingers generates LESS noise and endure impact.
 - The anti-foreign substance plate prevent the damage of the rubber underneath bridges.",Civil Engineering Materials,토목 시설물,201508000000,www.jhsys.co.kr/en,2015-12-21,"JINHYUNG Construction is one of the leading manufacturers of civil engineering materials, based in South Korea. We specialize in bridge expansion joint, bearing, and grooving machine.

  JINHYUNG has been developing more convenient and safer product&methods for bridges and roads. As a result, we’ve acquired various patents and certificates for our products. We also have a lot of experience in the supply."

23515278,202506000000,"Low noise JH Refraction Expansion joint

This linked structure minimizes impact on bridges from vehicles.
As a results, it reduces noise level as much as 21dB compared to modular joints.

It moves longitudinal and transverse with connected left and right links.
The under plate prevents foreign materials and has natural emission along the slope of ate the both ends.
It has high applicability in a various of construction types.",Civil Engineering Materials,토목 시설물,201508000000,www.jhsys.co.kr/en,2015-12-21,"JINHYUNG Construction is one of the leading manufacturers of civil engineering materials, based in South Korea. We specialize in bridge expansion joint, bearing, and grooving machine.

  JINHYUNG has been developing more convenient and safer product&methods for bridges and roads. As a result, we’ve acquired various patents and certificates for our products. We also have a lot of experience in the supply."

22383256,202506000000,"*Waste heat recovery energy saving type with capillary tube type heat pipe
*Sterilization air handling unit

- General 20 ~ 1.500CMM
- MODULE type 55 ~ 1.345CMM
- AIR PACK SYSTEM 40~200MM","HVAC(Heating, Ventilation, and Air Conditioning) Equipment",냉난방 환기 장치,201508000000,http://www.humanair.co.kr/,2015-12-21,"We will do our best to provide 'Refrigeration and Air conditioning Total Solution'. Since our establishment, we have been specialized in refrigeration and air-conditioning equipment. We have been able to provide more prompt and accurate service based on decades of field experiences and technology of the best engineers we have accumulated. We will do our best to be a customer-oriented company."

23090660,202506000000,"Fire Fighting Glove with the latested technology such as Silicone TPR, Knuckle Protector, Aramid , Reflective and Aramid with Silicone.

FEATURES
· Themo resistant high tenacity Aramid material
· Fire resistance, Cut & Puncture resistance
· Flame resistant membrane for water proof
· Applied padding to assure protection of fingers from impact
· Applied silicon coating on palm to provide non-slip grip
· For the safety under dark working environment with high visibility
· Easy maintain with Carabiner on wrist

MATERIALS
· Outer Shell : Aramid, Aramid with Silicone
· Inner Lining : Aramid knitted
· Insulation : Polyurethane",Garments & Clothes,의류,201508000000,http://seesglobal.com/eng/main.php,2015-12-21,"In the field of the sports, industrial, and safety glove markets, for the last half century, we have been the one of the most collaborative and reliable global OEM manufacturer.
Currently, we’re doing our best to keep our top position in the next half century by enhancing its performance, technology and comfort with the best pricing.
- 49 Years of Safe & Growing International Management.
- Wide-Ranges of Manufacturing Ability.
- Leading edge R&D department.
- In-house Manufacturing Management."

23797942,202506000000,Standard guardrails made of steel and installed on the edge of the roadway to prevent car accidents on the road.,Road Facilities,도로 시설물,201508000000,,2015-12-21,"Haesol Industry leads guardrail business and thinks about the safety of the people. Haesol Industry is developing into a company with professional capabilities for becoming the best company in domestic road safety facility field based on customer orientation, honesty, diligence, challenge, and creativity. We promise to provide high-quality road safety equipment and differentiated service to become a company respecting the dignity of life."

23691567,202506000000,A two-stage (open) guardrail made of steel at the edge of the roadway to prevent car accidents on the road,Road Facilities,도로 시설물,201508000000,,2015-12-21,"Haesol Industry leads guardrail business and thinks about the safety of the people. Haesol Industry is developing into a company with professional capabilities for becoming the best company in domestic road safety facility field based on customer orientation, honesty, diligence, challenge, and creativity. We promise to provide high-quality road safety equipment and differentiated service to become a company respecting the dignity of life."

25001974,202506000000,"It is a fence that highlights the beauty of the surrounding environment by shaping and designing various shapes and symbols.
 It is mainly installed for fences such as apartment complexes, schools, detached houses, villa complexes, rural houses, daycare centers, and kindergartens.",Road Facilities,도로 시설물,201508000000,,2015-12-21,"Haesol Industry leads guardrail business and thinks about the safety of the people. Haesol Industry is developing into a company with professional capabilities for becoming the best company in domestic road safety facility field based on customer orientation, honesty, diligence, challenge, and creativity. We promise to provide high-quality road safety equipment and differentiated service to become a company respecting the dignity of life."

24439866,202506000000,Detachment installed to prevent traffic accidents by requiring regulation of lane invasion or clarifying the separation of lanes.(School zones are also applicable),Road Facilities,도로 시설물,201508000000,,2015-12-21,"Haesol Industry leads guardrail business and thinks about the safety of the people. Haesol Industry is developing into a company with professional capabilities for becoming the best company in domestic road safety facility field based on customer orientation, honesty, diligence, challenge, and creativity. We promise to provide high-quality road safety equipment and differentiated service to become a company respecting the dignity of life."

24707081,202506000000,"Steel pillars installed between the roadway and the sidewalk to block vehicles from entering the sidewalk and to secure pedestrian walking space.
It is shaped like a pencil and looks good in the school zone.","Lighting, LED, Special lightings","LED, 조명 기기",201508000000,,2015-12-21,"Haesol Industry leads guardrail business and thinks about the safety of the people. Haesol Industry is developing into a company with professional capabilities for becoming the best company in domestic road safety facility field based on customer orientation, honesty, diligence, challenge, and creativity. We promise to provide high-quality road safety equipment and differentiated service to become a company respecting the dignity of life."

23215490,202506000000,"CO-BLOCK
[Product Description] 
1. Toy Attachment
 ① Child is depressed if prevented from playing with a toy, but feels better again when given back the toy.
 ② Child talks with the toy.
 ③ Child treats the toy as a good friend.
 
2. Brand supporting behavior
 ① Child can explain why he or she likes his or her favorite toy, an episode or playing method with confidence
 ② Child wants to play with close people (parents, teachers, siblings, friends) using his or her favorite toy.
 
3. Interference in daily life (Escapism)
 ① Child spends too much time on watching cartoon movies, playing games and assembling toys.
 ② While saying just a little longer, child continues to play.
 ③ Child is frequently scolded by parents (or teachers) for playing too long. 
 
4. Block Construction efficacy
 ① Child is confident in assembling toys.
 ② Child is confident in completing the assembly even if faced with difficulties.
 
5. Academic efficacy
 ① Child is confident in reading.
 ② Child is confident in writing.
 ③ Child is confident in speaking.
 
6. Leisure efficacy
 ① Child is good in learning sports.
 ② Child is good in learning how to dance.
 
7. Social efficacy
 ① Child is capable of playing with other people.
 ② Child is capable of asking for help when faced with difficulties.
 ③ Child is capable of having an ordinary conversation with his or her mother.
 
8. Psychological Well-Being
 ① Child spends daily schedule according to a predetermined plan.
 ② Child gets along well with friends (or parents, teachers, siblings, relatives).
 ③ Child has fun going to nursery school (kindergarten) every day.


[Product Certificate]
- KC. CE 
- U.S. Patent Application 
    
[Company Introduction]

Korea Education System puts top priority on the children safe that will lead the 21st century.
Korea Education System aims at world top company related in distribution and manufacturing.
In particular, we have competitive power developing the Co-block, Corecar which children can play with safely. 
Korea Education System develops safe block with non-toxic, Co-block, we are seeking entry into world markets and continue to have a fame. 
With extraordinary thought and affection for the customer, we will always seek to new idea and create something special. 
 
If you have more detailed infromation, please visit our website.
* www. co-block.com",Education equipment,교육 장비,201508000000,www.co-block.com,2015-12-22,"The South Korean company has specialized in manufacturing children’s toy blocks and seeks European partners who are willing to sign up for distribution service agreements and commercial agency agreements. 
Their products are for age 0 to 7~8, featured with non-toxic and soft type block.
They are looking for skillful European partners with lots of experience in this sector regarding."

23284170,202506000000,"Vitamin Lamp is the first product developed based on the HS FRAME technology, and it is designed to replace the general lamp used in the outdoor lighting. Until now, entire street lighting facility had to be replaced to install an LED lamp. Now, all you need to do is keep the lighting facility and just replace the lamp, pure and simple. The Vitamin Lamp is evaluated as providing the highest performance for over three years.

LED lighting reduces energy consumption up to 70%. It is an eco-friendly lighting with 5 times longer life span than the conventional lighting. LED lighting was introduced 20 years ago but the market penetration has not yet reached 20%.

The LED technology limitation on heat problem is at the center of the slow adoption of LED lighting. The heat problem was resolved for indoor lighting and now it is possible to simply replace the bulb. Outdoor lighting, however, generates 40 times more heat to generate 20 times brighter light than indoor light. It means an existing lighting facility must be removed and a new lighting facility must be installed. For this reason, the cost of replacing the facility is higher than the price of a LED lamp and the high cost has created a big problem in adopting LED lighting. So, the remaining 80% of the market has not converted to LED and end up purchasing 30% of regular lighting fixtures every year.

At BKT, we have come up with HS FRAME technology and solved the central age-old LED issue.

Our technology is based on the semiconductor lead frame process and integrated LED chip, PCB and heat sink into the single HS FRAME. HS FRAME has a simplified design that transfers heat and current without solder, releases heat 10 times faster and maintains 30% lower temperature.

In the case of conventional LED technology we have replaced, LED chip, PCB and heat sink are separated from each other. Also, heat generated from the current is transferred through adhesion using soldier.

The old technology creates a heat bottleneck due to the inefficient, complex heat transfer structure. In contrast, HS FRAME releases heat more than 10 times faster and maintains 30% lower temperature through a structure that provides current without solder and releases heat by itself.

In general, solder connects the components and circuits and supplies current. In LED lighting, it is a key material that transfers heat as well as current. But, solder has not only a low thermal conductivity but also is sensitive to temperature change. Solder often breaks because its volume expands at lower temperature and causes a durability issue for the product.

Moreover, the fact that a bulky, heavy heat sink is eliminated is key to creating ultra-thin and lightweight lighting products with 2 times longer lifespan through efficient thermal management.

As you can see, our HS FRAME technology has not only improved the LED technology and product performance, it allowed us to simplify the production process and reduce the cost by 50%.","Lighting, LED, Special lightings","LED, 조명 기기",201508000000,www.bktechnology.kr,2015-12-22,"BKT’s Vitamin Lamp is a high-intensity discharge (HID) outdoor lamp used for street, park, security, and tunnel lighting. Our lamp offers 50%-70% energy savings and 10 times longer lifespan relative to the conventional non-LED lamp. It offers 3 times greater wattage output, 30% greater thermal and light efficiencies, and 5 times lighter in weight relative to the conventional LED lamp."

24126747,202506000000,"Vitamin Engine is very thin and easy to install in a variety of lighting fixtures. Surprisingly, the product is priced similar to that of a conventional lamp. 

Our products are designed to upgrade the existing lighting fixtures to LED lighting and realize all the benefits, which include energy savings and reliable illumination improvement for 10 years with just one installation. 

LED lighting reduces energy consumption up to 70%. It is an eco-friendly lighting with 5 times longer life span than the conventional lighting. LED lighting was introduced 20 years ago but the market penetration has not yet reached 20%.

The LED technology limitation on heat problem is at the center of the slow adoption of LED lighting. The heat problem was resolved for indoor lighting and now it is possible to simply replace the bulb. Outdoor lighting, however, generates 40 times more heat to generate 20 times brighter light than indoor light. It means an existing lighting facility must be removed and a new lighting facility must be installed. For this reason, the cost of replacing the facility is higher than the price of a LED lamp and the high cost has created a big problem in adopting LED lighting. So, the remaining 80% of the market has not converted to LED and end up purchasing 30% of regular lighting fixtures every year.

At BKT, we have come up with HS FRAME technology and solved the central age-old LED issue.

Our technology is based on the semiconductor lead frame process and integrated LED chip, PCB and heat sink into the single HS FRAME. HS FRAME has a simplified design that transfers heat and current without solder, releases heat 10 times faster and maintains 30% lower temperature.

In the case of conventional LED technology we have replaced, LED chip, PCB and heat sink are separated from each other. Also, heat generated from the current is transferred through adhesion using soldier.

The old technology creates a heat bottleneck due to the inefficient, complex heat transfer structure. In contrast, HS FRAME releases heat more than 10 times faster and maintains 30% lower temperature through a structure that provides current without solder and releases heat by itself.

In general, solder connects the components and circuits and supplies current. In LED lighting, it is a key material that transfers heat as well as current. But, solder has not only a low thermal conductivity but also is sensitive to temperature change. Solder often breaks because its volume expands at lower temperature and causes a durability issue for the product.

Moreover, the fact that a bulky, heavy heat sink is eliminated is key to creating ultra-thin and lightweight lighting products with 2 times longer lifespan through efficient thermal management.

As you can see, our HS FRAME technology has not only improved the LED technology and product performance, it allowed us to simplify the production process and reduce the cost by 50%.","Lighting, LED, Special lightings","LED, 조명 기기",201508000000,www.bktechnology.kr,2015-12-22,"BKT’s Vitamin Lamp is a high-intensity discharge (HID) outdoor lamp used for street, park, security, and tunnel lighting. Our lamp offers 50%-70% energy savings and 10 times longer lifespan relative to the conventional non-LED lamp. It offers 3 times greater wattage output, 30% greater thermal and light efficiencies, and 5 times lighter in weight relative to the conventional LED lamp."

24126737,202506000000,"Vitamin Engine is very thin and easy to install in a variety of lighting fixtures. Surprisingly, the product is priced similar to that of a conventional lamp. 

Our products are designed to upgrade the existing lighting fixtures to LED lighting and realize all the benefits, which include energy savings and reliable illumination improvement for 10 years with just one installation. 

LED lighting reduces energy consumption up to 70%. It is an eco-friendly lighting with 5 times longer life span than the conventional lighting. LED lighting was introduced 20 years ago but the market penetration has not yet reached 20%.

The LED technology limitation on heat problem is at the center of the slow adoption of LED lighting. The heat problem was resolved for indoor lighting and now it is possible to simply replace the bulb. Outdoor lighting, however, generates 40 times more heat to generate 20 times brighter light than indoor light. It means an existing lighting facility must be removed and a new lighting facility must be installed. For this reason, the cost of replacing the facility is higher than the price of a LED lamp and the high cost has created a big problem in adopting LED lighting. So, the remaining 80% of the market has not converted to LED and end up purchasing 30% of regular lighting fixtures every year.

At BKT, we have come up with HS FRAME technology and solved the central age-old LED issue.

Our technology is based on the semiconductor lead frame process and integrated LED chip, PCB and heat sink into the single HS FRAME. HS FRAME has a simplified design that transfers heat and current without solder, releases heat 10 times faster and maintains 30% lower temperature.

In the case of conventional LED technology we have replaced, LED chip, PCB and heat sink are separated from each other. Also, heat generated from the current is transferred through adhesion using soldier.

The old technology creates a heat bottleneck due to the inefficient, complex heat transfer structure. In contrast, HS FRAME releases heat more than 10 times faster and maintains 30% lower temperature through a structure that provides current without solder and releases heat by itself.

In general, solder connects the components and circuits and supplies current. In LED lighting, it is a key material that transfers heat as well as current. But, solder has not only a low thermal conductivity but also is sensitive to temperature change. Solder often breaks because its volume expands at lower temperature and causes a durability issue for the product.

Moreover, the fact that a bulky, heavy heat sink is eliminated is key to creating ultra-thin and lightweight lighting products with 2 times longer lifespan through efficient thermal management.

As you can see, our HS FRAME technology has not only improved the LED technology and product performance, it allowed us to simplify the production process and reduce the cost by 50%.","Lighting, LED, Special lightings","LED, 조명 기기",201508000000,www.bktechnology.kr,2015-12-22,"BKT’s Vitamin Lamp is a high-intensity discharge (HID) outdoor lamp used for street, park, security, and tunnel lighting. Our lamp offers 50%-70% energy savings and 10 times longer lifespan relative to the conventional non-LED lamp. It offers 3 times greater wattage output, 30% greater thermal and light efficiencies, and 5 times lighter in weight relative to the conventional LED lamp."

23284148,202506000000,"Vitamin Lamp is the first product developed based on the HS FRAME technology, and it is designed to replace the general lamp used in the outdoor lighting.  Until now, entire street lighting facility had to be replaced to install an LED lamp. Now, all you need to do is keep the lighting facility and just replace the lamp, pure and simple. The Vitamin Lamp is evaluated as providing the highest performance for over three years.

LED lighting reduces energy consumption up to 70%. It is an eco-friendly lighting with 5 times longer life span than the conventional lighting. LED lighting was introduced 20 years ago but the market penetration has not yet reached 20%. 

The LED technology limitation on heat problem is at the center of the slow adoption of LED lighting. The heat problem was resolved for indoor lighting and now it is possible to simply replace the bulb. Outdoor lighting, however, generates 40 times more heat to generate 20 times brighter light than indoor light. It means an existing lighting facility must be removed and a new lighting facility must be installed. For this reason, the cost of replacing the facility is higher than the price of a LED lamp and the high cost has created a big problem in adopting LED lighting. So, the remaining 80% of the market has not converted to LED and end up purchasing 30% of regular lighting fixtures every year. 

At BKT, we have come up with HS FRAME technology and solved the central age-old LED issue.  

Our technology is based on the semiconductor lead frame process and integrated LED chip, PCB and heat sink into the single HS FRAME. HS FRAME has a simplified design that transfers heat and current without solder, releases heat 10 times faster and maintains 30% lower temperature.

In the case of conventional LED technology we have replaced, LED chip, PCB and heat sink are separated from each other. Also, heat generated from the current is transferred through adhesion using soldier. 

The old technology creates a heat bottleneck due to the inefficient, complex heat transfer structure. In contrast, HS FRAME releases heat more than 10 times faster and maintains 30% lower temperature through a structure that provides current without solder and releases heat by itself. 

In general, solder connects the components and circuits and supplies current. In LED lighting, it is a key material that transfers heat as well as current. But, solder has not only a low thermal conductivity but also is sensitive to temperature change. Solder often breaks because its volume expands at lower temperature and causes a durability issue for the product.

Moreover, the fact that a bulky, heavy heat sink is eliminated is key to creating ultra-thin and lightweight lighting products with 2 times longer lifespan through efficient thermal management.

As you can see, our HS FRAME technology has not only improved the LED technology and product performance, it allowed us to simplify the production process and reduce the cost by 50%.","Lighting, LED, Special lightings","LED, 조명 기기",201508000000,www.bktechnology.kr,2015-12-22,"BKT’s Vitamin Lamp is a high-intensity discharge (HID) outdoor lamp used for street, park, security, and tunnel lighting. Our lamp offers 50%-70% energy savings and 10 times longer lifespan relative to the conventional non-LED lamp. It offers 3 times greater wattage output, 30% greater thermal and light efficiencies, and 5 times lighter in weight relative to the conventional LED lamp."

24242552,202506000000,"Vitamin LED uses nontoxic natural light on the visible spectrum to fight off viruses and germs.

■ Product Description
- Fights germs with natural, visible light waves with powerful light sources that help disinfection.
- Our product helps to eliminate viruses and germs with the particular light waves that react to porphyrin.
- Our product is for all-time, everyday use - Whether you are using your keyboard and mouse or not, it disinfects and eliminates viruses (nontoxic)
- Use the USB-C port (5V 2A) to use it at your convenience.

Use to disinfect spaces in the public, such as offices, cafeterias and restaurants, hospitals, and coffee shops.

Other UV disinfection products are:
1.	Unable to disinfect harmful light waves
2.	Causing biodeterioration on disinfected items if used for an extended period of time
3.	Advertised using disinfection data that was not measured at the actual locations where they are used


In comparison, Vitamin LED is:
1.	An all-time disinfectant, providing for a better environment
2.	Never causing any biodeteriorating effects on surrounding devices or disinfected items. (Passed the photobiological safety test)
3.	Presenting accurate disinfection data measured at the actual locations where our products are used
4.	An innovative product developed in Korea based on the NEP, NET semiconductor-based cutting-edge  technology of the Korea Department of Trade, Industry, and Energy

All-time disinfection is conducive to better surroundings.","Lighting, LED, Special lightings","LED, 조명 기기",201508000000,www.bktechnology.kr,2015-12-22,"BKT’s Vitamin Lamp is a high-intensity discharge (HID) outdoor lamp used for street, park, security, and tunnel lighting. Our lamp offers 50%-70% energy savings and 10 times longer lifespan relative to the conventional non-LED lamp. It offers 3 times greater wattage output, 30% greater thermal and light efficiencies, and 5 times lighter in weight relative to the conventional LED lamp."

22891270,202506000000,"Building Integrated Photovoltaic (BIPV) system is a system that can install the solar module in the building and can simultaneously produce the roles and functions of the building materials and the electric power. It is a system that can be used for building such as window, spandrel, curtain wall, double facade, It is limited to walls, windows, and roofs that completely surround it.

This product integrates roof panel system and solar panel structurally to provide the roof finish function and solar power generation function simultaneously.
- Structural integration in roof of PV module
- Increase and adjust the roof rigidity
- Dual waterproof structure prevents leakage
- Excellent workability, economy, maintenance
- Prevention of damage to exterior design of buildings

and so on.

In particular, this product has been applied to roof construction (construction) + structure construction + solar power generation construction (electricity) division in the existing solar power generation construction through the unification of roof, structure, And it can increase the economic efficiency by reducing the construction cost.

This product was awarded in September of 2015, but it has been very favorable due to the reduction of the construction period and construction cost in the market even though it is a short period until now. The application status of '07 .07 is as follows Scene).
- Installation completed: 16 places (701 kWp / 2.82 billion won)
- During installation: 4 locations (415.8 kWp / 1.53 billion won)
- Contract completion: 19 places (951kWp / 35.6 billion won)
- Design reflected: 174 places (11.9MWp / 39.3 billion won)

In addition, roof solar photovoltaic power generation facilities have been installed on the Antarctic Sejong Station on the request of the Polar Research Institute (2017.02), and it has been recognized as the best product that can be applied to extreme environments.
The existing solar power generation facilities were problematic due to the deviations and breakage due to the strong winds, but the application of our products solved the problem.",Other environmental products,친환경 제품,201508000000,http://eng.abmarch.co.kr/html/00_main/main.html,2015-12-22,"ABM Green-Tech Co., Ltd. was established in 1992. It is a company that pursues continuous technological development and innovation with three axes of panel division, green tech division and technology research center.

Major business fields are as follows:
 - PANEL AREAS (Art Green Panel, Art Green W/R/F/WR Panel, A.I.C, Arch Panel)
 - RENEWABLE ENERGY AREAS (Photovoltaic, Daylighting, Auto Lift Lighting, Auto Concent)"

22076499,202506000000,"Automatic Chlorine Injector<br><br>- This product  is a chlorinate-injection device for sterilizing groundwater. It can be installed without power and a drug is injected in proportion to the flow rate.<br><br>- Water to be used for water supply facilities goes through precipitation and filtration for removing several impurities but bacillus and virus are not removed with these processes<br><br>- This product automatically injects chloride so that we can remove pathogenic microorganisms such as common germs or virus present in water.<br><br>- Fully non-powered, with no need for electric power<br><br>- Applicable for a long time thanks to using corrosion-resistant materials against chemicals<br><br>- No concern about breakdown due to world-first control by magnet<br><br>- Maintenance is easy to anyone.<br><br>SIZE : KRC-750, V750 : 100㎥/d, KRC-V750T, V750T : 300㎥/d",Hygiene Products,위생 용품,201508000000,https://hansamkora.co.kr/en/,2015-12-22,"Hansamkora has been growing with your affection.
We have established ourselves as a company specializing in water supply and waste water facilities through our endless efforts for R&D and quality improvement.
All our employees will devote ourselves to creating new technologies for clean and safe water.
We will always do our best in making the best product for you.
Since we know the value of water, we will do our best in preserving the clean environment for our children.
Thank you."

22184030,202506000000,"STS Water tank<br><br>- Winth corrosion resistance stainless of material, it is strong very in rust and chlorine GAS.<br>- Half-permanent when some weakened parts are welded<br>- Slick surface makes it hard for foreign substances to accumulate<br>- Low maintenance cost and highly efficienct.<br><br>SIZE : 5㎥ ~ 3,000㎥",Water Treatment,수처리 장비,201508000000,https://hansamkora.co.kr/en/,2017-07-04,"Hansamkora has been growing with your affection.
We have established ourselves as a company specializing in water supply and waste water facilities through our endless efforts for R&D and quality improvement.
All our employees will devote ourselves to creating new technologies for clean and safe water.
We will always do our best in making the best product for you.
Since we know the value of water, we will do our best in preserving the clean environment for our children.
Thank you."

23057017,202506000000,"The best selling automatic door to replace the sheet in simple.<br>The frame of the door is combined with high-strength wind-bar and wind-bar lock system, so that the door is strong against wind.<br>This door is made in the way of assembling each sheet so that it is seamless<br> and has strong sealing power.<br>Supporting partial replacement of each sheet, this door features convenient sheet replacement for winter and summer.",Other Industrial Machines,기타 산업 기기,201508000000,http://www.highspeeddoorcoad.com,2021-09-01,"COAD is specialized in commercial & industrial automatic doors. Based on the patented technologies and the expert engineering team, COAD guaranties the excellent services in installations and product performances."

20088796,202506000000,"HEATING BENCH:
The heating bench of Pitch Cable Co., Ltd. is a product that warms the body and mind of those who want to stand in or out in the cold weather. It is warm, energy-efficient, safe from electromagnetic waves, and operates automatically in response to environmental factors depending on temperature setting. It can be installed in any place with only electricity and it is easy to install. It is durable and semi-permanent. It has already been installed in public transportation platforms, public offices, parks, gardens, etc. in many places.",Other Industrial Machines,기타 산업 기기,201508000000,www.pitchcable.com,2015-12-29,"We ‘Pitch Cable Co., Ltd.’ is a company that researches, develops, manufactures and sells electric/non-electric products using carbon fiber. The products we are currently producing are HEATING BENCH, SNOW/ICE MELTING SYSTEM and HEATING PAD. We have excellent technical personnel with excellent technology in this field and we are providing our customers with superior performance and high quality products by investing in continuous research and development and product improvement. We think about harmony between technology, people and environment. In other words, with low power consumption, we are developing/producing products reducing the electricity cost, safe from electromagnetic waves, emitting far infrared rays, harmonizing with the environment, improving the quality of life and for safety.  Our products based on our superior technology change the look and feel of our living environment and pursue the happiness of people.

1.	HEATING BENCH:
